Model,Brand,Date of Sale,Sale Price,Year,Mileage,Classification,Transmission,Fuel Type,Description,Sale Location
Volkswagen Tiguan (R-Line),Volkswagen,05/07/2024,"€20,198.00",2017,70746,SUV,Manual,Diesel,Grey Volkswagen Tiguan2.0 TDI R-Line 4Motion Euro 6 (s/s) 5dr1 previous owner,Laois
Volkswagen Scirocco (TSI),Volkswagen,05/07/2024,"€6,953.00",2009,"101,379",Hatchback,Automatic,Petrol,Silver Volkswagen Scirocco1.4 TSI DSG Euro 5 3dr,Dublin
Volkswagen Polo (SE),Volkswagen,07/07/2024,"€12,029.00",2018,"41,448",Hatchback,Manual,Petrol,Blue Volkswagen Polo1L SE 5dr,Dublin
Volkswagen T-Roc (TSI EVO),Volkswagen,11/07/2024,"€19,214.00",2018,"42,416",S.U.V.,Manual,Petrol,Volkswagen T-Roc1.5 Tsi Evo Sel 5Dr2 previous owners,Cork
Volkswagen Polo (Match Edition),Volkswagen,11/07/2024,"€10,434.00",2017,"59,521",Hatchback,Manual,Petrol,Red Volkswagen Polo1.2 MATCH EDITION TSI 5d 89 BHP2 previous owners,Dublin
Volkswagen Golf (R),Volkswagen,12/07/2024,"€23,714.00",2017,"68,880",Hatchback,Automatic,Petrol,Blue Volkswagen Golf2.0 TSI BlueMotion Tech R DSG 4Motion Euro 6 (s/s) 5dr2 previous owners,Leitrim
Volkswagen T-Cross (SEL),Volkswagen,2024-07-13,"€17,928.00",2019,"43,852",SUV,Automatic,Petrol,Silver Volkswagen T-Cross1.0 TSI 115 SEL DSG 5dr,Cork
Volkswagen Golf (GT),Volkswagen,2024-07-13,"€16,230.00",2019,"43,545",Hatchback,Manual,Diesel,Black Volkswagen Golf1.6 TDI GT Euro 6 (s/s) 5dr1 previous owner,Dublin
Volkswagen Golf (Life),Volkswagen,13/07/2024,"€25,646.00",2022,"2,642",Hatchback,Manual,Petrol,Red Volkswagen Golf Hatchback1.5 TSI 150 Life 5dr1 previous owner,Kilkenny
Volkswagen Tiguan (BlueMotion Tech),Volkswagen,19/07/2024,"€11,531.00",2014,"64,414",SUV,Automatic,Diesel,Navy Volkswagen Tiguan2.0 MATCH TDI BLUEMOTION TECH 4MOTION DSG 5d 139 BHP 2 OWNERS - SERVICE HISTORY2 previous owners,Limerick
Volkswagen Golf (TSI EVO),Volkswagen,23/07/2024,"€17,248.00",2019,"31,556",Hatchback,Manual,Petrol,Blue Volkswagen GolfMK7 Facelift 1.5 TSI SE Nav EVO 130PS 5Dr,Cork
Volkswagen T-Roc (SEL),Volkswagen,2024-07-23,"€14,852.00",2018,"86,244",S.U.V.,Manual,Diesel,Volkswagen T-Roc1.6 SEL TDI 5d 114 BHP1 previous owner,Dublin
Volkswagen Golf (GTD),Volkswagen,2024-07-24,"€15,354.00",2016,"50,578",Hatchback,Manual,Diesel,"Silver Volkswagen Golf2.0 GTD 5d 181 BHP FULL SERVICE HISTORY, SAT NAV, B/T2 previous owners",Laois
Volkswagen Tiguan (SE),Volkswagen,26/07/2024,"€6,998.00",2008,"66,131",SUV,Manual,Petrol,Blue Volkswagen Tiguan1.4 TSI SE 4WD Euro 4 5dr,Dublin
Volkswagen Passat (TDI EVO),Volkswagen,26/07/2024,"€22,116.00",2020,"35,870",Estate,Manual,Diesel,Grey Volkswagen Passat2.0 TDI EVO SCR SEL 5dr Leather Seats,Meath
Volkswagen T-Roc (TSI),Volkswagen,26/07/2024,"€27,433.00",2022,"2,550",SUV,Manual,Petrol,Blue Volkswagen T-Roc1.0 TSI Style 5dr,Leitrim
Volkswagen Polo (BlueMotion Tech),Volkswagen,28/07/2024,"€9,387.00",2017,"60,974",Hatchback,Manual,Petrol,Blue Volkswagen Polo1.2 TSI BlueMotion Tech beats Euro 6 (s/s) 5dr2 previous owners,Dublin
Volkswagen Golf (Match),Volkswagen,28/07/2024,"€7,276.00",2011,"60,225",Hatchback,Manual,Petrol,Red Volkswagen Golf1.4 TSI Match 5dr2 previous owners,Dublin
Volkswagen Golf (BlueMotion Tech),Volkswagen,2024-07-28,"€7,204.00",2013,"84,557",Hatchback,Manual,Petrol,Blue Volkswagen Golf1.2 TSI BlueMotion Tech S Euro 5 (s/s) 5dr2 previous owners,Waterford
Volkswagen Passat (GT),Volkswagen,2024-07-29,"€17,330.00",2018,"61,263",Estate,Manual,Diesel,Black Volkswagen Passat2.0 TDI GT 5dr [Panoramic Roof],Leitrim
Volkswagen Golf (SE Nav),Volkswagen,30/07/2024,"€ 16,603",2017,"28,900",Hatchback,Automatic,Petrol,Black Volkswagen Golf1.4 TSI SE Nav DSG Euro 6 (s/s) 5dr1 previous owner,Limerick
Volkswagen Golf (SE),Volkswagen,30/07/2024,"€4,156.00",2009,"89,164",Estate,Automatic,Diesel,Silver Volkswagen Golf1.9 TDI SE DSG Euro 4 5dr,Dublin
Volkswagen Polo (BlueMotion Tech),Volkswagen,01/08/2024,"€9,423.00",2015,"50,602",Hatchback,Manual,Diesel,Red Volkswagen Polo1.4 TDI BlueMotion Tech SE Euro 6 (s/s) 5dr1 previous owner,Donegal
Volkswagen T-Roc (TDI),Volkswagen,02/08/2024,"€19,388.00",2020,"23,688",SUV,Manual,Diesel,Navy Volkswagen T-Roc1.6 TDI SE 5dr,Tipperary
Volkswagen Taigo (TSI),Volkswagen,03/08/2024,"€23,324.00",2022,"9,359",SUV,Manual,Petrol,Grey Volkswagen Taigo1.0 TSI 110 Life 5dr,Limerick
Volkswagen CC (GT),Volkswagen,03/08/2024,"€9,013.00",2015,"106,381",Saloon,Automatic,Diesel,Silver Volkswagen CC2.0 TDI BlueMotion Tech GT DSG Euro 6 (s/s) 4dr2 previous owners,Kildare
Volkswagen Tiguan (SEL),Volkswagen,03/08/2024,"€ 23,808",2019,"9,914",SUV,Manual,Diesel,Grey Volkswagen Tiguan2.0 TDI SEL 4Motion Euro 6 (s/s) 5dr,Waterford
Volkswagen Golf (Match Edition),Volkswagen,04/08/2024,"€18,521.00",2020,"16,265",Hatchback,Manual,Petrol,Navy Volkswagen Golf1.5 TSI EVO Match Edition 5dr,Cork
Volkswagen Scirocco (TDI),Volkswagen,2024-08-05,"€ 8,437",2014,"113,234",Hatchback,Automatic,Diesel,Volkswagen Scirocco2.0 TDI BlueMotion Tech GT DSG 3dr,Galway
Volkswagen Polo (BlueMotion Tech),Volkswagen,06/08/2024,"€7,795.00",2014,58295,Hatchback,Manual,Petrol,Grey Volkswagen Polo1.2 TSI SE 3dr,Donegal
Volkswagen Tiguan (BlueMotion Tech),Volkswagen,08/08/2024,"€16,232.00",2017,42835,SUV,Manual,Diesel,Silver Volkswagen Tiguan2.0 TDI BlueMotion Tech S SUV 5dr Diesel Manual Euro 6 (s/s) (115 ps),Cork
Volkswagen Tiguan (TDI),Volkswagen,12/08/2024,"€5,934.00",2009,"125,336 miles",SUV,Manual,Diesel,Black Volkswagen Tiguan2.0 TDI Sport 4WD 5dr4 previous owners,Cork
Volkswagen Polo (S),Volkswagen,12/08/2024,"€5,535.00",2012,"60,316 miles",Hatchback,Manual,Petrol,Navy Volkswagen Polo1.2 S Euro 5 3dr1 previous owner,Cork
Volkswagen Taigo (R-Line),Volkswagen,12/08/2024,"€26,348.00",2022,640,SUV,Manual,Petrol,Silver Volkswagen Taigo1.0 TSI 110 R-Line 5dr,Kildare
Volkswagen Golf (BlueMotion Tech),Volkswagen,2024-08-12,"€8,678.00",2015,"78,333",Hatchback,Manual,Diesel,"Navy Volkswagen GolfGolf 1.6 TDI BlueMotion Tech Match Hatchback 5dr Diesel Manual (s/s) (99 g/km, 104 bhp)2 previous owners",Galway
Volkswagen Tiguan (Match Edition),Volkswagen,14/08/2024,"€11,624.00",2016,"85,123",SUV,Manual,Diesel,Volkswagen Tiguan2.0 TDI BlueMotion Tech Match Edition 4WD Euro 6 (s/s) (150 ps) 5dr2 previous owners,Dublin
Volkswagen Passat (TSI EVO),Volkswagen,2024-08-14,"€ 24,042",2020,"19,341",Estate,Automatic,Petrol,Red Volkswagen Passat1.5 TSI 150ps SE DSG Estate *2 years warranty & 2 years roadside assistance 5dr1 previous owner,Kerry
Volkswagen T-Roc (TSI),Volkswagen,14/08/2024,"€17,406.00",2018,33097,SUV,Manual,Petrol,Red Volkswagen T-Roc1.0 TSI 115PS SE 5dr1 previous owner,Longford
Volkswagen Taigo (R-Line),Volkswagen,16/08/2024,"€28,389.00",2022,"3,130",SUV,Automatic,Petrol,Silver Volkswagen Taigo Hatchback1.5 TSI 150 R-Line 5dr DSG1 previous owner,Kerry
Volkswagen Polo (Match),Volkswagen,16/08/2024,"€11,151.00",2016,"20,532",Hatchback,Manual,Petrol,Red Volkswagen Polo1.0 Bluemotion Tech Match Hatchback 5dr Petrol Manual Euro 6 (s/s) (75 Ps)2 previous owners,Sligo
Volkswagen Polo (TDI),Volkswagen,17/08/2024,"€4,812.00",2010,"96,238",Hatchback,Manual,Diesel,Blue Volkswagen Polo1.6 TDI SEL Euro 5 5dr,Cork
Volkswagen Passat (SE Business),Volkswagen,17/08/2024,"€9,251.00",2015,"105,219",Estate,Manual,Diesel,Silver Volkswagen Passat1.6 TDI BlueMotion Tech SE Business (s/s) 5dr1 previous owner,Westmeath
Volkswagen Tiguan (TDI),Volkswagen,18/08/2024,"€11,188.00",2015,"75,061",SUV,Manual,Diesel,Grey Volkswagen Tiguan2.0 TDi BlueMotion Tech Match 150 4MOTION 5dr,Tipperary
Volkswagen Golf (Match Edition),Volkswagen,19/08/2024,"€ 9,356",2016,"75,268",Hatchback,Manual,Diesel,Black Volkswagen Golf1.6 TDI BlueMotion Tech Match Edition Euro 6 (s/s) 5dr2 previous owners,Cork
Volkswagen Tiguan (Match Edition),Volkswagen,20/08/2024,"€13,364.00",2015,"77,350 miles",SUV,Manual,Diesel,Black Volkswagen Tiguan2.0 TDI BlueMotion Tech Match Edition 2WD (s/s) 5dr2 previous owners,Cork
Volkswagen T-Roc (SEL),Volkswagen,21/08/2024,"€22,253.00",2018,"20,846",SUV,Manual,Petrol,Red Volkswagen T-Roc1.5 TSI EVO SEL 5dr,Mayo
Volkswagen Passat (BlueMotion Tech),Volkswagen,22/08/2024,"€14,657.00",2016,"80,403 miles",Estate,Automatic,Diesel,Navy Volkswagen Passat2.0 TDI BlueMotion Tech Alltrack DSG 4Motion Euro 6 (s/s) 5dr,Donegal
Volkswagen Golf (GTD),Volkswagen,23/08/2024,"€14,663.00",2015,"46,982",Hatchback,Manual,Diesel,Black Volkswagen Golf2.0 TDI GTD 5dr5 previous owners,Dublin
Volkswagen Passat (TDI),Volkswagen,23/08/2024,"€9,479.00",2016,"90,199",Saloon,Manual,Diesel,Volkswagen Passat1.6 TDI BlueMotion Tech SE Business Euro 6 (s/s) 4dr1 previous owner,Dublin
Volkswagen Passat (Highline),Volkswagen,24/08/2024,"€ 3,908",2009,"127,363",Estate,Automatic,Diesel,Blue Volkswagen Passat2.0 TDI Highline DSG Euro 5 5dr2 previous owners,Limerick
Volkswagen Polo (BlueMotion Tech),Volkswagen,2024-08-25,"€9,969.00",2014,"45,324",Hatchback,Automatic,Petrol,Grey Volkswagen Polo1.2 TSI BlueMotion Tech SE DSG Euro 6 (s/s) 3dr3 previous owners,Cork
Volkswagen Golf (TDI),Volkswagen,2024-08-27,"€7,610.00",2012,"48,207",Estate,Manual,Diesel,Grey Volkswagen Golf1.6 TDI SE Euro 5 5dr1 previous owner,Louth
Volkswagen Beetle (Sport),Volkswagen,28/08/2024,"€ 7,827",2012,"70,277",Hatchback,Manual,Petrol,Black Volkswagen Beetle1.4 TSI Sport Euro 5 3dr,Meath
Volkswagen Polo (BlueMotion Tech),Volkswagen,28/08/2024,"€8,087.00",2015,"57,989",Hatchback,Manual,Petrol,Red Volkswagen Polo1.0L SE 5d 60 BHP2 previous owners,Dublin
Volkswagen CC (TDI),Volkswagen,2024-08-28,"€13,139.00",2014,"39,985",Saloon,Automatic,Diesel,Navy Volkswagen CC2.0 TDI BlueMotion Tech GT DSG Euro 5 (s/s) 4dr3 previous owners,Dublin
Volkswagen T-Cross (SE),Volkswagen,29/08/2024,"€20,462.00",2021,5000,SUV,Manual,Petrol,Grey Volkswagen T-Cross1.0 TSI SE 5dr1 previous owner,Cork
Volkswagen Polo (BlueMotion Tech),Volkswagen,03/09/2024,"€10,397.00",2016,"32,696",Hatchback,Manual,Petrol,Black Volkswagen Polo1.2 TSI Match 90PS 3Dr Hatchback,Limerick
Volkswagen Tiguan (R-Line),Volkswagen,03/09/2024,"€13,176.00",2011,"37,042 miles",S.U.V.,Automatic,Diesel,Navy Volkswagen Tiguan2.0 TDI R-Line DSG 4WD Euro 5 5dr,Clare
Volkswagen Golf (GT),Volkswagen,04/09/2024,"€13,935.00",2018,"54,202 miles",Hatchback,Manual,Diesel,Red Volkswagen Golf1.6 TDI GT 5dr,Meath
Volkswagen Golf (GTI),Volkswagen,2024-09-04,"€12,753.00",2014,"91,314",Hatchback,Automatic,Petrol,Black Volkswagen Golf2.0 TSI BlueMotion Tech GTI DSG Euro 6 (s/s) 5dr,Wexford
Volkswagen Polo (TSI),Volkswagen,05/09/2024,"€10,119.00",2017,"44,714",Hatchback,Manual,Petrol,Black Volkswagen Polo1.2 TSI Match (s/s) 5dr2 previous owners,Donegal
Volkswagen Golf (TDI),Volkswagen,07/09/2024,"€3,780.00",2010,"108,486",Hatchback,Manual,Diesel,Blue Volkswagen Golf1.6 TDI SE Hatchback 5dr Diesel Manual Euro 5 (105 ps)1 previous owner,Dublin
Volkswagen CC (BlueMotion Tech),Volkswagen,10/09/2024,"€7,850.00",2015,"94,091",Saloon,Manual,Diesel,Red Volkswagen CC2.0 TDI BlueMotion Tech GT Euro 6 (s/s) 4dr2 previous owners,Dublin
Volkswagen T-Roc (TSI),Volkswagen,10/09/2024,"€33,156.00",2020,"10,551",SUV,Automatic,Petrol,Black Volkswagen T-Roc2.0 TSI 4MOTION R 5dr DSG,Kildare
Volkswagen up! (High up!),Volkswagen,12/09/2024,"€7,461.00",2013,"40,014",Hatchback,Manual,Petrol,Grey Volkswagen UP1.0 BLUEMOTION TECH HIGH UP 3DR1 previous owner,Dublin
Volkswagen ID.4 (Pro Performance),Volkswagen,2024-09-13,"€51,176.00",2021,"12,285",SUV,Automatic,Electric,Navy Volkswagen ID4MAX 5d 202 BHP VW WARRANTY UNTIL 16/12/2024!1 previous owner,Tipperary
Volkswagen ID.3 (Pro Performance),Volkswagen,14/09/2024,"€37,491.00",2021,"19,673",Hatchback,Automatic,Electric,Grey Volkswagen ID.3Pro Performance 58kWh Business Auto 5dr,Meath
Volkswagen Tiguan (SEL),Volkswagen,15/09/2024,"€20,200.00",2016,"50,491",SUV,Automatic,Petrol,Grey Volkswagen Tiguan2.0 TSi 180 4Motion SEL DSG 5dr,Kerry
Volkswagen Polo (Match Edition),Volkswagen,2024-09-15,"€13,979.00",2017,"20,060",Hatchback,Automatic,Petrol,Blue Volkswagen Polo1.2 TSI BlueMotion Tech Match Edition DSG Euro 6 (s/s) 5dr2 previous owners,Dublin
Volkswagen Golf (R-Line Edition),Volkswagen,15/09/2024,"€23,789.00",2020,"9,875",Hatchback,Auto,Diesel,Blue Volkswagen Golf2.0 TDI R-Line Edition 5dr DSG,Cork
Volkswagen Tiguan (Match),Volkswagen,16/09/2024,"€25,187.00",2019,"10,943",SUV,Automatic,Diesel,Silver Volkswagen Tiguan2.0 TDi 190 4Motion Match 5dr DSG,Kerry
Volkswagen Golf (R-Line),Volkswagen,16/09/2024,"€29,924.00",2022,"5,111",Hatchback,Automatic,Petrol Hybrid,Black Volkswagen Golf1.5 Etsi 150 R-Line 5Dr Dsg1 previous owner,Meath
Volkswagen Tiguan (TDI),Volkswagen,16/09/2024,"€ 12,767",2015,"47,735 miles",SUV,Automatic,Diesel,Grey Volkswagen Tiguan2.0 TDI BlueMotion Tech Match DSG 4WD Euro 5 (s/s) 5dr2 previous owners,Cork
Volkswagen Scirocco (GT),Volkswagen,2024-09-17,"€13,250.00",2014,"33,942",Hatchback,Automatic,Diesel,Black Volkswagen Scirocco2.0 GT TDI BLUEMOTION TECHNOLOGY DSG 2d 182 BHP2 previous owners,Kildare
Volkswagen Golf (TSI EVO),Volkswagen,18/09/2024,"€ 18,874",2020,"11,097",Hatchback,Manual,Petrol,Volkswagen GolfMK7 Facelift 1.5 TSI (130ps)Match Edition EVO 5dr1 previous owner,Tipperary
Volkswagen T-Cross (TSI),Volkswagen,18/09/2024,"€ 17,736",2019,"10,959",SUV,Manual,Petrol,Blue Volkswagen T-Cross1.0 TSI S 5dr,Wicklow
Volkswagen Golf (GTI),Volkswagen,19/09/2024,"€32,747.00",2021,"5,942",Hatchback,Automatic,Petrol,Blue Volkswagen GolfGTI TSI DSG 2.0 5dr,Laois
Volkswagen T-Cross (SE),Volkswagen,19/09/2024,"€17,487.00",2020,"25,457 miles",S.U.V.,Manual,Petrol,Volkswagen T-Cross1.0 Tsi 115 Se 5Dr1 previous owner,Dublin
Volkswagen ID.3 (Pro Performance),Volkswagen,2024-09-19,"€36,949.00",2020,"11,333",Hatchback,Automatic,Electric,Black Volkswagen ID.3Business Pro Performance (204ps) Auto 5dr1 previous owner,Dublin
Volkswagen T-Roc (TSI EVO),Volkswagen,20/09/2024,"€22,866.00",2019,"15,117",SUV,Manual,Petrol,Red Volkswagen T-Roc2017 1.5 TSI SEL 150PS EVO 5dr,Dublin
Volkswagen Golf (Match Edition),Volkswagen,20/09/2024,"€11,657.00",2016,48218,Hatchback,Manual,Diesel,Grey Volkswagen Golf1.6 TDI BlueMotion Tech Match Edition Sat Nav 5dr2 previous owners,Dublin
Volkswagen Touareg (TDI V6),Volkswagen,20/09/2024,"€25,181.00",2017,"36,892",SUV,Automatic,Diesel,Blue Volkswagen Touareg3.0 TDI V6 R-Line Tiptronic 4WD Euro 6 (s/s) 5dr2 previous owners,Dublin
Volkswagen Golf (Match Edition),Volkswagen,20/09/2024,"€19,681.00",2020,"14,461",Estate,Manual,Diesel,Blue Volkswagen GolfEstate Match Edition 1.6 TDI 115PS Manual [DASHCAMS + TOWBAR] 5dr1 previous owner,Cork
Volkswagen Golf (Match),Volkswagen,21/09/2024,"€10,805.00",2015,"50,800",Hatchback,Manual,Diesel,Black Volkswagen Golf1.6 MATCH TDI BLUEMOTION TECHNOLOGY 5d 109 BHP,Dublin
Volkswagen Tiguan (Match),Volkswagen,24/09/2024,"€12,390.00",2015,"81,442",SUV,Automatic,Diesel,Blue Volkswagen Tiguan2.0 TDI BlueMotion Tech Match DSG 4WD Euro 5 (s/s) 5dr2 previous owners,Kilkenny
Volkswagen Tiguan (SEL),Volkswagen,26/09/2024,"€26,173.00",2019,"37,444 miles",SUV,Automatic,Petrol,Red Volkswagen Tiguan2.0 SEL TSI 4MOTION DSG 5d 188 BHP 1 OWNER+ PAN ROOF+SAT NAV+DYN AUDIO,Leitrim
Volkswagen Passat (TSI),Volkswagen,26/09/2024,"€31,611.00",2021,"33,316",Estate,Automatic,Petrol Plug-In Hybrid,Silver Volkswagen Passat1.4 TSI PHEV GTE 5dr DSG,Dublin
Volkswagen Passat (TSI EVO),Volkswagen,26/09/2024,"€30,275.00",2021,"7,150",Estate,Automatic,Petrol,Volkswagen Passat1.5 TSI EVO R-Line 5dr DSG2 previous owners,Waterford
Volkswagen T-Roc (TSI EVO),Volkswagen,28/09/2024,"€24,165.00",2019,"21,141 miles",SUV,Automatic,Petrol,Navy Volkswagen T-Roc Hatchback1.5 TSI EVO SEL 5dr DSG1 previous owner,Donegal
Volkswagen Golf (BlueMotion Tech),Volkswagen,29/09/2024,"€9,157.00",2013,"83,944",Hatchback,Manual,Petrol,Silver Volkswagen Golf1.4 TSI BlueMotion Tech ACT GT Euro 6 (s/s) 5dr1 previous owner,Galway
Volkswagen Golf (S),Volkswagen,29/09/2024,"€5,089.00",2009,"62,046",Hatchback,Manual,Petrol,Volkswagen Golf1.4 S 5dr2 previous owners,Donegal
Volkswagen Golf (Match),Volkswagen,03/10/2024,"€ 9,780",2012,"41,347",Hatchback,Manual,Petrol,Blue Volkswagen Golf1.4 MATCH TSI 5d 121 BHP WARRANTY & BREAKDOWN COVER INCLUDED,Galway
Volkswagen Tiguan (R-Line),Volkswagen,04/10/2024,"€33,946.00",2021,"14,528",SUV,Automatic,Petrol,Blue Volkswagen Tiguan1.5 TSI (150ps) R-Line EVO DSG 5dr,Longford
Volkswagen Tiguan Allspace (R-Line Tech),Volkswagen,04/10/2024,"€31,035.00",2020,"35,557 miles",SUV,Automatic,Petrol,Volkswagen Tiguan Allspace1.5 TSI EVO R-Line Tech DSG Euro 6 (s/s) 5dr,Meath
Volkswagen Golf (R),Volkswagen,05/10/2024,"€28,627.00",2018,"20,786",Hatchback,Automatic,Petrol,Blue Volkswagen Golf2.0 R TSI DSG 5d 306 BHP5 previous owners,Tipperary
Volkswagen Polo (TSI),Volkswagen,2024-10-07,"€8,945.00",2019,"22,560",Hatchback,Manual,Petrol,Navy Volkswagen Polo1.0 TSI SE Hatchback 5dr Petrol Manual Euro 6 (s/s) (95 ps)2 previous owners,Donegal
Volkswagen T-Roc (TDI),Volkswagen,2024-10-08,"€22,294.00",2018,"19,952",SUV,Manual,Diesel,Volkswagen T-Roc1.6 TDI 115PS R-Line 5dr,Galway
Volkswagen Golf (R),Volkswagen,08/10/2024,"€18,194.00",2016,"92,585",Hatchback,Automatic,Petrol,"Blue Volkswagen Golf2.0 R DSG 5d 298 BHP SAT NAV, XENONS, DAB & 18"" ALLOYS1 previous owner",Tipperary
Volkswagen T-Roc (Design),Volkswagen,08/10/2024,"€19,443.00",2018,26385,SUV,Manual,Petrol,Grey Volkswagen T-Roc2017 1.0 TSI Design 115PS 5dr,Carlow
Volkswagen Passat (BlueMotion),Volkswagen,10/10/2024,"€12,604.00",2016,"62,988",Estate,Manual,Diesel,Silver Volkswagen Passat1.6 BLUEMOTION TDI (120) 5dr,Kildare
Volkswagen Polo (S),Volkswagen,11/10/2024,"€5,248.00",2013,"75,938",Hatchback,Manual,Petrol,Red Volkswagen Polo1.2 S Euro 5 3dr2 previous owners,Dublin
Volkswagen up! (High up!),Volkswagen,12/10/2024,"€9,486.00",2017,"31,431",Hatchback,Manual,Petrol,Black Volkswagen UP!Up 2016 1.0 75PS High 5Dr1 previous owner,Carlow
Volkswagen Golf (BlueMotion Tech),Volkswagen,13/10/2024,"€5,919.00",2013,"124,088 miles",Hatchback,Manual,Diesel,Volkswagen Golf1.6 TDI BlueMotion Tech S Euro 5 (s/s) 5dr4 previous owners,Galway
Volkswagen Polo (BlueGT),Volkswagen,2024-10-14,"€13,942.00",2016,"23,455",Hatchback,Manual,Petrol,Blue Volkswagen Polo1.4 TSI BlueMotion Tech ACT BlueGT Euro 6 (s/s) 3dr,Dublin
Volkswagen Polo (BlueMotion Tech),Volkswagen,14/10/2024,"€10,095.00",2017,42597,Hatchback,Manual,Petrol,Red Volkswagen Polo1.0 Match Hatchback 5dr Petrol Manual 108 g/km 74.0 BHP,Meath
Volkswagen Tiguan (TDI),Volkswagen,14/10/2024,"€9,701.00",2011,"70,344",SUV,Manual,Diesel,Black Volkswagen Tiguan2.0 TDI R-Line 4WD Euro 5 5dr4 previous owners,Kildare
Volkswagen Golf (GTD),Volkswagen,15/10/2024,"€8,225.00",2012,"113,143",Hatchback,Manual,Diesel,Blue Volkswagen Golf2.0 TDI GTD 3dr,Dublin
Volkswagen Polo (BlueMotion Tech),Volkswagen,19/10/2024,"€10,147.00",2015,"29,003",Hatchback,Manual,Petrol,Red Volkswagen Polo1.0 S 5dr,Dublin
Volkswagen Passat (TDI),Volkswagen,19/10/2024,"€ 4,471",2011,143962,Saloon,Manual,Diesel,Grey Volkswagen Passat2.0 SPORT TDI BLUEMOTION TECHNOLOGY 4d 139 BHP \xa330 TAX,Wicklow
Volkswagen Polo (TSI),Volkswagen,20/10/2024,"€12,302.00",2016,"28,818",Hatchback,Manual,Petrol,Silver Volkswagen Polo1.2 TSI BlueMotion Tech R-Line Euro 6 (s/s) 5dr2 previous owners,Dublin
Volkswagen Polo (R-Line),Volkswagen,20/10/2024,"€20,430.00",2021,"11,477",Hatchback,Manual,Petrol,Blue Volkswagen Polo1.0 TSI 110 R-Line 5dr,Monaghan
Volkswagen T-Roc (SE),Volkswagen,20/10/2024,"€20,012.00",2020,"15,451",SUV,Manual,Petrol,Blue Volkswagen T-Roc1.0 Tsi Se 5Dr1 previous owner,Laois
Volkswagen Passat (SE),Volkswagen,21/10/2024,"€5,130.00",2011,"111,225",Estate,Manual,Diesel,Volkswagen Passat2.0 TDI BlueMotion Tech SE Euro 5 (s/s) 5dr2 previous owners,Donegal
Volkswagen Passat (BlueMotion Tech),Volkswagen,21/10/2024,"€6,111.00",2012,"89,254",Saloon,Manual,Diesel,Volkswagen Passat2.0 TDI BlueMotion Tech SE 4dr4 previous owners,Louth
Volkswagen Golf (SE),Volkswagen,22/10/2024,"€7,509.00",2013,"80,402",Hatchback,Manual,Diesel,Black Volkswagen Golf2.0 TDI BlueMotion Tech SE Euro 5 (s/s) 5dr3 previous owners,Wicklow
Volkswagen Polo (TDI),Volkswagen,22/10/2024,"€7,350.00",2013,"47,438",Hatchback,Manual,Diesel,Blue Volkswagen Polo1.2 TDI Match Edition Euro 5 5dr,Mayo
Volkswagen Passat (BlueMotion Tech),Volkswagen,23/10/2024,"€8,607.00",2015,128709,Saloon,Automatic,Diesel,Navy Volkswagen Passat2.0 TDI BlueMotion Tech SE Business DSG Euro 6 (s/s) 4dr2 previous owners,Kildare
Volkswagen Passat (S),Volkswagen,25/10/2024,"€7,364.00",2014,"65,093",Saloon,Manual,Diesel,Black Volkswagen Passat1.6 TDI BlueMotion Tech S Euro 5 (s/s) 4dr2 previous owners,Sligo
Volkswagen Touareg (Black Edition),Volkswagen,2024-10-26,"€52,534.00",2020,18443,SUV,Automatic,Diesel,Red Volkswagen Touareg3.0 TDI V6 Black Edition SUV 5dr Diesel Tiptronic 4Motion Euro 6 (s/s) (286 ps),Limerick
Volkswagen Golf (TSI),Volkswagen,27/10/2024,"€11,789.00",2015,"112,321",Hatchback,Automatic,Petrol Plug-In Hybrid,Grey Volkswagen Golf1.4 TSI GTE DSG Euro 6 (s/s) 5dr,Dublin
Volkswagen Golf (Active),Volkswagen,28/10/2024,"€24,895.00",2022,"6,227",Hatchback,Manual,Petrol,Red Volkswagen Golf1.5 TSI 150 Active 5dr Petrol Hatchback,Roscommon
Volkswagen Polo (TSI),Volkswagen,2024-10-28,"€ 9,820",2015,33072,Hatchback,Manual,Petrol,Red Volkswagen Polo1.2 TSI BlueMotion Tech SE Euro 6 (s/s) 5dr2 previous owners,Sligo
Volkswagen Tiguan (R-Line),Volkswagen,30/10/2024,"€43,108.00",2022,"5,019",SUV,Automatic,Diesel,Navy Volkswagen TiguanR-Line 2.0 TDI 200PS 7-Speed DSG 4Motion 5 Door,Meath
Volkswagen T-Roc (TSI EVO),Volkswagen,30/10/2024,"€21,918.00",2018,"11,987",SUV,Manual,Petrol,Red Volkswagen T-Roc1.5 TSI EVO SEL 5dr1 previous owner,Louth
Volkswagen ID.4 (Family),Volkswagen,2024-11-02,"€54,167.00",2022,"8,861",SUV,Automatic,Electric,Black Volkswagen ID.4Family 77kWh Pro Performance 204PS 1-speed automatic 5 Door1 previous owner,Wexford
Volkswagen Polo (TSI),Volkswagen,02/11/2024,"€11,895.00",2017,"32,768",Hatchback,Manual,Petrol,Navy Volkswagen Polo1.2 TSI Match Edition 5dr,Dublin
Volkswagen CC (BlueMotion Tech),Volkswagen,03/11/2024,"€14,312.00",2015,"56,609",Saloon,Automatic,Diesel,Blue Volkswagen CC2.0 TDI BlueMotion Tech R-Line DSG Euro 5 (s/s) 4dr,Limerick
